#GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	DATE	GO ASPECT
UniProtKB	O88623-2	Usp2	involved_in	GO:0032922	circadian regulation of gene expression	ECO:0000315	IMP	PMID:26756164		10090	UniProt	has_input(UniProtKB:Q99MJ6),occurs_in(UBERON:0001204)	20220204	P
UniProtKB	Q7TPA0	Pid1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q7Z2X4	10116	RGD	has_input(UniProtKB:O70343)|has_input(UniProtKB:Q8VHJ7)	20111201	P
UniProtKB	Q7Z2X4	PID1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:20165904		9606	BHF-UCL	has_input(UniProtKB:O70343)|has_input(UniProtKB:Q8VHJ7)	20111201	P
UniProtKB	A0A8I6AB19	Pin1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q13526	10116	RGD	has_input(UniProtKB:P24385)|has_input(UniProtKB:P01106)|has_input(UniProtKB:Q03181)|has_input(UniProtKB:P02751)	20160114	P
UniProtKB	A0A8I6AJH7	Pin1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q13526	10116	RGD	has_input(UniProtKB:P24385)|has_input(UniProtKB:P01106)|has_input(UniProtKB:Q03181)|has_input(UniProtKB:P02751)	20160114	P
UniProtKB	A0A8I6GJ67	Pin1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q13526	10116	RGD	has_input(UniProtKB:P24385)|has_input(UniProtKB:P01106)|has_input(UniProtKB:Q03181)|has_input(UniProtKB:P02751)	20160114	P
UniProtKB	B0BNL2	Pin1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q13526	10116	RGD	has_input(UniProtKB:P24385)|has_input(UniProtKB:P01106)|has_input(UniProtKB:Q03181)|has_input(UniProtKB:P02751)	20160114	P
UniProtKB	F7EW79	Pin1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q13526	10116	RGD	has_input(UniProtKB:P24385)|has_input(UniProtKB:P01106)|has_input(UniProtKB:Q03181)|has_input(UniProtKB:P02751)	20160114	P
UniProtKB	Q13526	PIN1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:11533658		9606	ParkinsonsUK-UCL	has_input(UniProtKB:P24385)|has_input(UniProtKB:P01106)|has_input(UniProtKB:Q03181)|has_input(UniProtKB:P02751)	20160114	P
UniProtKB	P70314	Pitx1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:8675014		10090	NTNU_SB	has_input(NCBI_Gene:18976)	20140315	P
UniProtKB	O35160	Pitx3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:11299318		10090	NTNU_SB	has_input(NCBI_Gene:21823)	20140319	P
UniProtKB	O35160	Pitx3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:11299318		10090	NTNU_SB	has_input(NCBI_Gene:21823)	20140313	P
UniProtKB	Q13563	PKD2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:9192675		9606	BHF-UCL	has_input(UniProtKB:P98161)	20120112	P
UniProtKB	Q5U2T6	Plag1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q6DJT9	10116	RGD	has_input(NCBI_Gene:3481)	20140317	P
UniProtKB	Q6DJT9	PLAG1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:10646861		9606	NTNU_SB	has_input(NCBI_Gene:3481)	20140317	P
UniProtKB	P10037	Pou1f1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:19887646		10116	NTNU_SB	has_input(NCBI_Gene:24683)	20140327	P
UniProtKB	P14859	POU2F1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:15252056		9606	NTNU_SB	has_input(NCBI_Gene:3492)	20170607	P
UniProtKB	P31503	Pou2f1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P14859	10116	RGD	has_input(NCBI_Gene:3492)	20170607	P
UniProtKB	P42571	Pou2f3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9UKI9	10116	RGD	has_input(NCBI_Gene:6700)	20140320	P
UniProtKB	Q9UKI9	POU2F3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:12624109		9606	NTNU_SB	has_input(NCBI_Gene:6700)	20140320	P
UniProtKB	Q01851-2	POU4F1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:23805044		9606	ParkinsonsUK-UCL	has_input(UniProtKB:Q99578),occurs_in(CL:0000540)	20161114	P
UniProtKB	Q01851-2	POU4F1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000316	IGI	PMID:23805044	UniProtKB:P61371	9606	ParkinsonsUK-UCL	has_input(UniProtKB:Q99578),occurs_in(CL:0000540)	20161114	P
UniProtKB	P17208	Pou4f1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000316	IGI	PMID:18421303	UniProtKB:O15350	10090	ARUK-UCL	has_input(UniProtKB:P39689)	20210810	P
UniProtKB	Q01851	POU4F1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000250	ISS	PMID:18421303	UniProtKB:P17208	9606	ARUK-UCL	has_input(UniProtKB:P38936)	20210810	P
UniProtKB	P17208	Pou4f1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:10329733		10090	ARUK-UCL	has_input(UniProtKB:P10417)|has_input(UniProtKB:P46660)	20210810	P
UniProtKB	P17208-1	Pou4f1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000316	IGI	PMID:12934100	UniProtKB:P70425	10090	ParkinsonsUK-UCL	has_input(UniProtKB:P08046)	20161114	P
UniProtKB	P17208	Pou4f1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:12810599		10090	NTNU_SB	has_input(NCBI_Gene:18211)	20140320	P
UniProtKB	Q12837	POU4F2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:17637757		9606	BHF-UCL	occurs_in(UBERON:0000948),has_output(UniProtKB:P24385),has_input(UniProtKB:P24385)	20191218	P
UniProtKB	Q12837-1	POU4F2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:23805044		9606	ParkinsonsUK-UCL	has_input(UniProtKB:Q99578),occurs_in(CL:0000540)	20161114	P
UniProtKB	Q12837-1	POU4F2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000316	IGI	PMID:23805044	UniProtKB:P61371	9606	ParkinsonsUK-UCL	has_input(UniProtKB:Q99578),occurs_in(CL:0000540)	20161114	P
UniProtKB	Q63934	Pou4f2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:17145718		10090	ARUK-UCL	has_input(UniProtKB:Q07813)	20180921	P
UniProtKB	Q12837	POU4F2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000250	ISS	PMID:17145718	UniProtKB:Q63934	9606	ARUK-UCL	has_input(UniProtKB:Q07812)	20181011	P
UniProtKB	Q63934	Pou4f2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:26670484		10090	BHF-UCL	has_input(UniProtKB:P14142),occurs_in(UBERON:0001013),part_of(GO:0032869),part_of(GO:0046326)|has_input(UniProtKB:P14142),occurs_in(UBERON:0001134),part_of(GO:0032869),part_of(GO:0046326)	20181009	P
UniProtKB	Q63934	Pou4f2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:26670484		10090	BHF-UCL	has_input(UniProtKB:P09470),occurs_in(UBERON:0001134)	20180706	P
UniProtKB	Q12837	POU4F2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:17637757		9606	NTNU_SB	has_input(NCBI_Gene:595)	20140331	P
UniProtKB	Q15319	POU4F3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:23805044		9606	ParkinsonsUK-UCL	has_input(UniProtKB:Q99578),occurs_in(CL:0000540)	20160517	P
UniProtKB	D3ZTL1	Pou4f3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q15319	10116	RGD	has_input(NCBI_Gene:24225)	20140321	P
UniProtKB	Q15319	POU4F3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:15465029		9606	NTNU_SB	has_input(NCBI_Gene:24225)	20140321	P
UniProtKB	P20263	Pou5f1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:12615074		10090	NTNU_SB	has_input(NCBI_Gene:22286)	20140330	P
UniProtKB	P23204	Ppara	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:23209793		10090	ARUK-UCL	has_input(UniProtKB:Q9DA75),part_of(GO:0009267),occurs_in(UBERON:0002107)	20200210	P
UniProtKB	P37230	Ppara	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:104740	10116	RGD	has_input(UniProtKB:Q9DA75),part_of(GO:0009267),occurs_in(EMAPA:16846)	20200210	P
UniProtKB	Q07869	PPARA	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P23204	9606	ARUK-UCL	has_input(UniProtKB:Q8NA29),part_of(GO:0009267),occurs_in(UBERON:0002107)	20200210	P
UniProtKB	Q07869	PPARA	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:9748239		9606	NTNU_SB	has_input(NCBI_Gene:335)	20140327	P
UniProtKB	P37231	PPARG	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:29182484		9606	BHF-UCL	occurs_in(CL:0002591),has_input(UniProtKB:Q9UBK2)	20210603	P
UniProtKB	P37231	PPARG	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:24751522		9606	BHF-UCL	has_input(UniProtKB:Q13133),occurs_in(CL:0000235),part_of(GO:0010875)	20210326	P
UniProtKB	Q9QYK2	Ppargc1a	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9UBK2	10116	RGD	has_input(UniProtKB:Q16656),occurs_in(UBERON:0002435)|has_input(UniProtKB:Q16656),occurs_in(UBERON:0002038)	20140707	P
UniProtKB	Q9UBK2	PPARGC1A	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:21376232		9606	ParkinsonsUK-UCL	has_input(UniProtKB:Q16656),occurs_in(UBERON:0002435)|has_input(UniProtKB:Q16656),occurs_in(UBERON:0002038)	20140707	P
UniProtKB	P63328	Ppp3ca	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000316	IGI	PMID:24161931	UniProtKB:Q60591	10090	BHF-UCL	has_input(UniProtKB:Q61039),occurs_in(UBERON:0000948)	20160603	P
UniProtKB	P63329	Ppp3ca	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:107164	10116	RGD	has_input(UniProtKB:Q61039),occurs_in(EMAPA:16105)	20160603	P
UniProtKB	A0A8I5ZN18	Prdm10	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9NQV6	10116	RGD	has_input(UniProtKB:P10415)	20200124	P
UniProtKB	A0A8I6A7P1	Prdm10	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9NQV6	10116	RGD	has_input(UniProtKB:P10415)	20200124	P
UniProtKB	D3ZQ79	Prdm10	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9NQV6	10116	RGD	has_input(UniProtKB:P10415)	20200124	P
UniProtKB	Q9NQV6	PRDM10	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:31143550		9606	ARUK-UCL	has_input(UniProtKB:P10415)	20200124	P
UniProtKB	Q13029	PRDM2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:8654390		9606	NTNU_SB	has_input(NCBI_Gene:3162)	20160814	P
UniProtKB	Q13029	PRDM2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:8654390		9606	NTNU_SB	has_input(NCBI_Gene:3162)	20160814	P
UniProtKB	Q63755	Prdm2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q13029	10116	RGD	has_input(NCBI_Gene:3162)	20160814	P
UniProtKB	Q80V63	Prdm4	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:23918801		10090	NTNU_SB	has_input(NCBI_Gene:12159)|has_input(NCBI_Gene:12224)|has_input(NCBI_Gene:14465)|has_input(NCBI_Gene:21386)|has_input(NCBI_Gene:26380)|has_input(NCBI_Gene:71950)|has_input(NCBI_Gene:383491)	20161219	P
UniProtKB	O60260	PRKN	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:23453807		9606	ParkinsonsUK-UCL	has_input(UniProtKB:O60313),part_of(GO:0010636)	20140807	P
UniProtKB	Q9JK66	Prkn	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O60260	10116	RGD	has_input(UniProtKB:O60313),part_of(GO:0010636)	20140807	P
UniProtKB	P10276	RARA	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:21131358		9606	ARUK-UCL	positively_regulates(GO:0098781),has_input(RNAcentral:URS00000AF93C_9606)	20210108	P
UniProtKB	Q9JLT7	Rax	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9Y2V3	10116	RGD	has_input(NCBI_Gene:20215)	20140316	P
UniProtKB	Q9Y2V3	RAX	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:10625658		9606	NTNU_SB	has_input(NCBI_Gene:20215)	20140316	P
UniProtKB	P31266	Rbpj	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:21311046		10090	BHF-UCL	occurs_in(UBERON:0004160),has_input(UniProtKB:Q02085)|has_input(UniProtKB:Q9QUS4),occurs_in(UBERON:0004160)|has_input(UniProtKB:P35428),occurs_in(UBERON:0004160)	20120806	P
UniProtKB	P31266	Rbpj	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:17685488		10090	BHF-UCL	occurs_in(UBERON:0003930),has_input(UniProtKB:Q9QUS4)	20120806	P
UniProtKB	P31266	Rbpj	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:14701881		10090	BHF-UCL	has_input(UniProtKB:Q9JI71),occurs_in(UBERON:0002165)|has_input(UniProtKB:Q61483),occurs_in(UBERON:0000948)|has_input(UniProtKB:Q01705),occurs_in(UBERON:0000948)|has_input(UniProtKB:Q61982),occurs_in(UBERON:0000948)|has_input(UniProtKB:Q9WV93),occurs_in(UBERON:0002165)|has_input(UniProtKB:Q02085),occurs_in(UBERON:0000948)	20120806	P
UniProtKB	A0A8I5ZUF4	Rbpj	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:96522	10116	RGD	has_input(UniProtKB:Q9JI71),occurs_in(UBERON:0002165)|has_input(UniProtKB:Q61483),occurs_in(EMAPA:16105)|has_input(UniProtKB:Q01705),occurs_in(EMAPA:16105)|has_input(UniProtKB:Q61982),occurs_in(EMAPA:16105)|has_input(UniProtKB:Q9WV93),occurs_in(UBERON:0002165)|has_input(UniProtKB:Q02085),occurs_in(EMAPA:16105)	20120806	P
UniProtKB	A0A8I6AFG7	Rbpj	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:96522	10116	RGD	has_input(UniProtKB:Q9JI71),occurs_in(UBERON:0002165)|has_input(UniProtKB:Q61483),occurs_in(EMAPA:16105)|has_input(UniProtKB:Q01705),occurs_in(EMAPA:16105)|has_input(UniProtKB:Q61982),occurs_in(EMAPA:16105)|has_input(UniProtKB:Q9WV93),occurs_in(UBERON:0002165)|has_input(UniProtKB:Q02085),occurs_in(EMAPA:16105)	20120806	P
UniProtKB	A0A8I6AL64	Rbpj	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:96522	10116	RGD	has_input(UniProtKB:Q9JI71),occurs_in(UBERON:0002165)|has_input(UniProtKB:Q61483),occurs_in(EMAPA:16105)|has_input(UniProtKB:Q01705),occurs_in(EMAPA:16105)|has_input(UniProtKB:Q61982),occurs_in(EMAPA:16105)|has_input(UniProtKB:Q9WV93),occurs_in(UBERON:0002165)|has_input(UniProtKB:Q02085),occurs_in(EMAPA:16105)	20120806	P
UniProtKB	A0A8I6AN87	Rbpj	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:96522	10116	RGD	has_input(UniProtKB:Q9JI71),occurs_in(UBERON:0002165)|has_input(UniProtKB:Q61483),occurs_in(EMAPA:16105)|has_input(UniProtKB:Q01705),occurs_in(EMAPA:16105)|has_input(UniProtKB:Q61982),occurs_in(EMAPA:16105)|has_input(UniProtKB:Q9WV93),occurs_in(UBERON:0002165)|has_input(UniProtKB:Q02085),occurs_in(EMAPA:16105)	20120806	P
UniProtKB	M0R7Q3	Rbpj	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:96522	10116	RGD	has_input(UniProtKB:Q9JI71),occurs_in(UBERON:0002165)|has_input(UniProtKB:Q61483),occurs_in(EMAPA:16105)|has_input(UniProtKB:Q01705),occurs_in(EMAPA:16105)|has_input(UniProtKB:Q61982),occurs_in(EMAPA:16105)|has_input(UniProtKB:Q9WV93),occurs_in(UBERON:0002165)|has_input(UniProtKB:Q02085),occurs_in(EMAPA:16105)	20120806	P
UniProtKB	P31266	Rbpj	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:17336907		10090	BHF-UCL	has_input(UniProtKB:P52800),occurs_in(UBERON:0002165)|has_input(UniProtKB:O35393),occurs_in(UBERON:0002087)|has_input(UniProtKB:Q9R229),occurs_in(UBERON:0004124)|has_input(UniProtKB:Q6DR99),occurs_in(UBERON:0001081)	20180716	P
UniProtKB	A0A8I5XW27	Rel	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q04864	10116	RGD	has_input(NCBI_Gene:50802)	20140228	P
UniProtKB	A0A8I6ABJ7	Rel	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q04864	10116	RGD	has_input(NCBI_Gene:50802)	20140228	P
UniProtKB	F1M5R1	Rel	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q04864	10116	RGD	has_input(NCBI_Gene:50802)	20140228	P
UniProtKB	Q04864	REL	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:1406630		9606	NTNU_SB	has_input(NCBI_Gene:50802)	20140228	P
UniProtKB	Q04206	RELA	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:26435691		9606	ARUK-UCL	has_input(UniProtKB:Q9UPY3)	20181017	P
UniProtKB	A0A8I5ZMV7	Rela	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:103290	10116	RGD	has_input(UniProtKB:P56818),part_of(GO:1902004)	20200312	P
UniProtKB	A0A8I6A5H5	Rela	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:103290	10116	RGD	has_input(UniProtKB:P56818),part_of(GO:1902004)	20200312	P
UniProtKB	A0A8I6ATQ5	Rela	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:103290	10116	RGD	has_input(UniProtKB:P56818),part_of(GO:1902004)	20200312	P
UniProtKB	F7F7J5	Rela	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:103290	10116	RGD	has_input(UniProtKB:P56818),part_of(GO:1902004)	20200312	P
UniProtKB	Q04207	Rela	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:21329555		10090	ARUK-UCL	has_input(UniProtKB:P56818),part_of(GO:1902004)	20200312	P
UniProtKB	Q7TQN4	Rela	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:103290	10116	RGD	has_input(UniProtKB:P56818),part_of(GO:1902004)	20200312	P
UniProtKB	Q04206	RELA	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000250	ISS	PMID:21329555	UniProtKB:Q04207	9606	ARUK-UCL	has_input(UniProtKB:P56817),part_of(GO:1902004)	20200312	P
UniProtKB	Q04206	RELA	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:23811396		9606	ARUK-UCL	has_input(UniProtKB:P29475),part_of(GO:0038061)	20201201	P
UniProtKB	Q04206	RELA	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000316	IGI	PMID:21343296	UniProtKB:O43504	9606	ARUK-UCL	has_input(UniProtKB:P10145),part_of(GO:0032757)	20191029	P
UniProtKB	Q04206	RELA	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000316	IGI	PMID:21518763	UniProtKB:P08047	9606	ARUK-UCL	has_input(RNAcentral:URS000075A669_9606)	20210108	P
UniProtKB	Q04206	RELA	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:25762865		9606	ARUK-UCL	has_input(RNAcentral:URS0000530EBF_9606),part_of(GO:0071222),occurs_in(CL:0000235)	20210108	P
UniProtKB	Q04206	RELA	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:1406630		9606	NTNU_SB	has_input(NCBI_Gene:50802)	20140228	P
UniProtKB	Q04206	RELA	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:17350185		9606	NTNU_SB	has_input(NCBI_Gene:3569)	20140428	P
